CMDLINE c:\anaconda\python.exe app.py
MEM 877.304688 1557764000.6929
MEM 877.304688 1557764000.7935
MEM 877.304688 1557764000.8942
MEM 877.304688 1557764000.9950
MEM 877.304688 1557764001.0957
MEM 877.304688 1557764001.1964
MEM 877.304688 1557764001.2971
MEM 877.304688 1557764001.3979
MEM 878.976562 1557764001.4986
MEM 893.609375 1557764001.5993
MEM 896.769531 1557764001.7001
MEM 902.968750 1557764001.8197
MEM 903.320312 1557764001.9206
MEM 903.429688 1557764002.0213
MEM 903.523438 1557764002.1220
MEM 903.550781 1557764002.2227
MEM 903.652344 1557764002.3233
MEM 903.734375 1557764002.4240
MEM 903.761719 1557764002.5394
MEM 903.851562 1557764002.6394
MEM 909.382812 1557764002.7401
MEM 910.023438 1557764002.8409
MEM 910.289062 1557764002.9414
MEM 910.289062 1557764003.0422
MEM 910.289062 1557764003.1429
MEM 910.292969 1557764003.2434
MEM 910.296875 1557764003.3441
MEM 910.296875 1557764003.4442
MEM 910.382812 1557764003.5586
MEM 932.386719 1557764003.6596
MEM 1002.730469 1557764003.7604
MEM 1051.199219 1557764003.8621
MEM 1023.296875 1557764003.9743
MEM 1038.132812 1557764004.0748
MEM 1050.585938 1557764004.1749
MEM 1068.585938 1557764004.2752
MEM 1084.562500 1557764004.3759
MEM 1093.296875 1557764004.4762
MEM 1120.789062 1557764004.5900
MEM 1127.792969 1557764004.6909
MEM 1149.144531 1557764004.7911
MEM 1158.402344 1557764004.8918
MEM 1166.417969 1557764004.9926
MEM 1173.542969 1557764005.0933
MEM 1182.113281 1557764005.2087
MEM 1189.707031 1557764005.3090
MEM 1232.968750 1557764005.4095
MEM 1241.625000 1557764005.5103
MEM 1249.476562 1557764005.6110
MEM 1257.777344 1557764005.7115
MEM 1265.949219 1557764005.8122
MEM 1302.652344 1557764005.9130
MEM 1310.496094 1557764006.0136
MEM 1317.859375 1557764006.1143
MEM 1325.367188 1557764006.2150
MEM 1351.062500 1557764006.3241
MEM 1364.164062 1557764006.4242
MEM 1375.726562 1557764006.5250
MEM 1391.539062 1557764006.6256
MEM 1399.289062 1557764006.7263
MEM 1406.664062 1557764006.8270
MEM 1436.714844 1557764006.9276
MEM 1438.171875 1557764007.0284
MEM 1445.601562 1557764007.1291
MEM 1454.460938 1557764007.2480
MEM 1461.601562 1557764007.3481
MEM 1484.101562 1557764007.4586
MEM 1530.292969 1557764007.5593
MEM 1516.789062 1557764007.6601
MEM 1524.351562 1557764007.7607
MEM 1531.851562 1557764007.8615
MEM 1539.039062 1557764007.9622
MEM 1547.351562 1557764008.0744
MEM 1554.664062 1557764008.1746
MEM 1561.851562 1557764008.2753
MEM 1569.101562 1557764008.3760
MEM 1576.414062 1557764008.4768
MEM 1612.601562 1557764008.5775
MEM 1619.933594 1557764008.6782
MEM 1540.640625 1557764008.7790
MEM 1543.453125 1557764008.8794
MEM 1547.453125 1557764008.9801
MEM 1549.078125 1557764009.0806
MEM 1550.640625 1557764009.1813
MEM 1557.078125 1557764009.2820
MEM 1558.640625 1557764009.3829
MEM 1560.140625 1557764009.4835
MEM 1561.484375 1557764009.5842
MEM 1563.078125 1557764009.6847
MEM 1583.886719 1557764009.7854
MEM 1575.953125 1557764009.8862
MEM 1577.488281 1557764009.9869
MEM 1579.078125 1557764010.0874
MEM 1580.578125 1557764010.1881
MEM 1582.140625 1557764010.2886
MEM 1583.703125 1557764010.3894
MEM 1585.203125 1557764010.4901
MEM 1586.710938 1557764010.5909
MEM 1588.253906 1557764010.6916
MEM 1589.828125 1557764010.7923
MEM 1574.257812 1557764010.8931
MEM 1574.257812 1557764010.9934
MEM 1574.257812 1557764011.0942
MEM 1574.257812 1557764011.1947
MEM 1574.257812 1557764011.2955
MEM 1574.257812 1557764011.3962
MEM 1574.257812 1557764011.5086
MEM 1574.257812 1557764011.6092
MEM 1574.257812 1557764011.7244
MEM 1574.257812 1557764011.8244
MEM 1574.257812 1557764011.9251
MEM 1574.257812 1557764012.0400
MEM 1574.257812 1557764012.1404
MEM 1574.257812 1557764012.2411
MEM 1574.257812 1557764012.3412
MEM 1574.257812 1557764012.4419
MEM 1574.257812 1557764012.5426
MEM 1574.257812 1557764012.6433
MEM 1574.257812 1557764012.7588
MEM 1574.257812 1557764012.8588
MEM 1574.257812 1557764012.9591
MEM 1574.257812 1557764013.0596
MEM 1574.257812 1557764013.1603
MEM 1574.257812 1557764013.2611
MEM 1574.257812 1557764013.3797
MEM 1574.257812 1557764013.4804
MEM 1574.257812 1557764013.5812
MEM 1574.257812 1557764013.6823
MEM 1574.257812 1557764013.7824
MEM 1574.257812 1557764013.8831
MEM 1574.257812 1557764013.9833
MEM 1574.257812 1557764014.0842
MEM 1574.257812 1557764014.1844
MEM 1574.257812 1557764014.2845
MEM 1574.257812 1557764014.3852
MEM 1574.257812 1557764014.4855
MEM 1574.257812 1557764014.5862
MEM 1574.257812 1557764014.6865
MEM 1574.257812 1557764014.7872
MEM 1574.257812 1557764014.8872
MEM 1574.257812 1557764014.9882
MEM 1574.257812 1557764015.0886
MEM 1574.257812 1557764015.1893
MEM 1574.257812 1557764015.2893
MEM 1574.257812 1557764015.3900
MEM 1574.257812 1557764015.4904
MEM 1574.257812 1557764015.5912
MEM 1574.257812 1557764015.6917
MEM 1574.257812 1557764015.7924
MEM 1574.257812 1557764015.8932
MEM 1574.300781 1557764015.9935
MEM 1574.300781 1557764016.0942
MEM 1574.300781 1557764016.1948
MEM 1574.300781 1557764016.2956
MEM 1592.105469 1557764016.3963
MEM 1605.132812 1557764016.4969
MEM 1620.851562 1557764016.5971
MEM 1624.437500 1557764016.6972
MEM 1624.437500 1557764016.7972
MEM 1624.437500 1557764016.8972
MEM 1624.437500 1557764016.9973
MEM 1624.437500 1557764017.0973
MEM 1624.437500 1557764017.1974
MEM 1624.437500 1557764017.2976
MEM 1624.437500 1557764017.3979
MEM 1624.437500 1557764017.4979
MEM 1624.437500 1557764017.5980
MEM 1624.437500 1557764017.6987
MEM 1624.437500 1557764017.7987
MEM 1624.437500 1557764017.8995
MEM 1624.437500 1557764018.0090
MEM 1624.437500 1557764018.1095
MEM 1624.437500 1557764018.2096
MEM 1624.437500 1557764018.3096
MEM 1624.437500 1557764018.4104
MEM 1624.437500 1557764018.5104
MEM 1624.437500 1557764018.6108
MEM 1624.437500 1557764018.7114
MEM 1624.437500 1557764018.8123
MEM 1624.437500 1557764018.9246
MEM 1624.437500 1557764019.0400
MEM 1624.437500 1557764019.1403
MEM 1624.437500 1557764019.2404
MEM 1624.437500 1557764019.3413
MEM 1624.437500 1557764019.4422
MEM 1624.437500 1557764019.5428
MEM 1624.437500 1557764019.6430
MEM 1624.437500 1557764019.7432
MEM 1624.437500 1557764019.8437
MEM 1624.437500 1557764019.9446
MEM 1624.437500 1557764020.0456
MEM 1624.437500 1557764020.1458
MEM 1624.859375 1557764020.2462
MEM 1625.089844 1557764020.3464
MEM 1625.101562 1557764020.4474
MEM 1625.101562 1557764020.5476
MEM 1625.101562 1557764020.6477
MEM 1625.101562 1557764020.7487
MEM 1625.441406 1557764020.8589
MEM 1625.445312 1557764020.9598
MEM 1625.449219 1557764021.0605
MEM 1625.449219 1557764021.1745
MEM 1625.468750 1557764021.2751
MEM 1625.468750 1557764021.3758
MEM 1625.468750 1557764021.4759
MEM 1625.468750 1557764021.5903
MEM 1625.472656 1557764021.6905
MEM 1625.472656 1557764021.7908
MEM 1625.472656 1557764021.8917
MEM 1625.472656 1557764021.9918
MEM 1625.472656 1557764022.0923
MEM 1625.472656 1557764022.1928
MEM 1625.476562 1557764022.2937
MEM 1625.476562 1557764022.3945
MEM 1625.476562 1557764022.4954
MEM 1625.476562 1557764022.5959
MEM 1625.476562 1557764022.6965
MEM 1625.476562 1557764022.7973
MEM 1625.539062 1557764022.8978
MEM 1625.539062 1557764022.9982
MEM 1625.539062 1557764023.0990
MEM 1625.539062 1557764023.1993
MEM 1625.539062 1557764023.2993
MEM 1625.539062 1557764023.3994
MEM 1625.539062 1557764023.4997
MEM 1625.539062 1557764023.6006
MEM 1625.539062 1557764023.7007
MEM 1625.539062 1557764023.8015
MEM 1625.539062 1557764023.9021
MEM 1625.539062 1557764024.0026
MEM 1625.539062 1557764024.1036
MEM 1625.539062 1557764024.2037
MEM 1625.539062 1557764024.3039
MEM 1625.539062 1557764024.4040
MEM 1625.539062 1557764024.5045
MEM 1625.539062 1557764024.6048
MEM 1625.539062 1557764024.7057
MEM 1625.539062 1557764024.8060
MEM 1625.539062 1557764024.9060
MEM 1625.539062 1557764025.0067
MEM 1625.539062 1557764025.1076
MEM 1625.539062 1557764025.2086
MEM 1625.539062 1557764025.3096
MEM 1625.539062 1557764025.4096
MEM 1625.539062 1557764025.5102
MEM 1625.539062 1557764025.6107
MEM 1625.539062 1557764025.7109
MEM 1625.539062 1557764025.8114
MEM 1625.539062 1557764025.9117
MEM 1625.539062 1557764026.0118
MEM 1625.539062 1557764026.1123
MEM 1625.539062 1557764026.2128
MEM 1625.539062 1557764026.3133
MEM 1625.539062 1557764026.4140
MEM 1625.539062 1557764026.5147
MEM 1625.539062 1557764026.6147
MEM 1625.539062 1557764026.7148
MEM 1625.539062 1557764026.8157
MEM 1625.539062 1557764026.9159
MEM 1625.539062 1557764027.0160
MEM 1625.539062 1557764027.1168
MEM 1625.539062 1557764027.2178
MEM 1625.539062 1557764027.3179
MEM 1625.539062 1557764027.4180
MEM 1625.539062 1557764027.5183
MEM 1625.539062 1557764027.6184
MEM 1625.539062 1557764027.7185
MEM 1625.539062 1557764027.8186
MEM 1625.539062 1557764027.9189
MEM 1625.539062 1557764028.0191
MEM 1625.539062 1557764028.1198
MEM 1625.539062 1557764028.2199
MEM 1625.539062 1557764028.3202
MEM 1625.539062 1557764028.4203
MEM 1625.539062 1557764028.5206
MEM 1625.539062 1557764028.6207
MEM 1625.539062 1557764028.7208
MEM 1625.539062 1557764028.8217
MEM 1625.539062 1557764028.9225
MEM 1625.539062 1557764029.0231
MEM 1625.539062 1557764029.1233
MEM 1625.539062 1557764029.2237
MEM 1625.539062 1557764029.3243
MEM 1625.539062 1557764029.4251
MEM 1625.539062 1557764029.5258
MEM 1625.539062 1557764029.6265
MEM 1625.539062 1557764029.7270
MEM 1625.539062 1557764029.8277
MEM 1625.539062 1557764029.9281
MEM 1625.539062 1557764030.0290
MEM 1625.539062 1557764030.1295
MEM 1625.539062 1557764030.2303
MEM 1625.539062 1557764030.3306
MEM 1625.539062 1557764030.4315
MEM 1625.539062 1557764030.5316
MEM 1625.539062 1557764030.6324
MEM 1625.539062 1557764030.7331
MEM 1625.539062 1557764030.8341
MEM 1625.539062 1557764030.9348
MEM 1625.539062 1557764031.0355
MEM 1625.539062 1557764031.1362
MEM 1625.539062 1557764031.2371
MEM 1625.539062 1557764031.3378
MEM 1625.539062 1557764031.4379
MEM 1625.539062 1557764031.5387
MEM 1625.539062 1557764031.6394
MEM 1625.539062 1557764031.7404
MEM 1625.539062 1557764031.8405
MEM 1625.539062 1557764031.9415
MEM 1625.539062 1557764032.0416
MEM 1625.539062 1557764032.1424
MEM 1625.539062 1557764032.2434
MEM 1625.539062 1557764032.3442
MEM 1625.539062 1557764032.4451
MEM 1625.539062 1557764032.5461
MEM 1625.539062 1557764032.6468
MEM 1625.539062 1557764032.7478
MEM 1625.539062 1557764032.8484
MEM 1625.539062 1557764032.9492
MEM 1625.539062 1557764033.0499
MEM 1625.542969 1557764033.1501
MEM 1625.546875 1557764033.2514
MEM 1625.546875 1557764033.3520
MEM 1625.546875 1557764033.4530
MEM 1625.546875 1557764033.5539
MEM 1625.546875 1557764033.6545
MEM 1625.546875 1557764033.7552
MEM 1625.546875 1557764033.8559
MEM 1625.546875 1557764033.9568
MEM 1625.546875 1557764034.0575
MEM 1625.546875 1557764034.1575
MEM 1625.546875 1557764034.2580
MEM 1625.546875 1557764034.3581
MEM 1625.546875 1557764034.4589
MEM 1625.546875 1557764034.5595
MEM 1625.546875 1557764034.6596
MEM 1625.546875 1557764034.7659
MEM 1625.546875 1557764034.8673
MEM 1625.546875 1557764034.9679
MEM 1625.546875 1557764035.0687
MEM 1625.546875 1557764035.1687
MEM 1625.546875 1557764035.2691
MEM 1625.546875 1557764035.3695
MEM 1625.546875 1557764035.4697
MEM 1625.546875 1557764035.5705
MEM 1625.550781 1557764035.6707
MEM 1625.550781 1557764035.7711
MEM 1625.550781 1557764035.8719
MEM 1625.550781 1557764035.9725
MEM 1625.550781 1557764036.0729
MEM 1625.550781 1557764036.1738
MEM 1625.554688 1557764036.2740
MEM 1625.554688 1557764036.3747
MEM 1625.554688 1557764036.4749
MEM 1625.554688 1557764036.5752
MEM 1625.558594 1557764036.6762
MEM 1625.558594 1557764036.7762
MEM 1625.558594 1557764036.8766
MEM 1625.558594 1557764036.9767
MEM 1625.558594 1557764037.0769
MEM 1625.558594 1557764037.1778
MEM 1625.562500 1557764037.2788
MEM 1625.562500 1557764037.3789
MEM 1625.562500 1557764037.4796
MEM 1625.566406 1557764037.7146
MEM 1625.566406 1557764037.8283
MEM 1625.566406 1557764037.9291
MEM 1625.566406 1557764038.0298
MEM 1625.566406 1557764038.1305
MEM 1625.570312 1557764038.2313
MEM 1625.570312 1557764038.3320
MEM 1625.570312 1557764038.4321
MEM 1625.570312 1557764038.5323
MEM 1625.570312 1557764038.6324
MEM 1625.570312 1557764038.7327
MEM 1625.570312 1557764038.8327
MEM 1625.570312 1557764038.9329
MEM 1625.570312 1557764039.0330
MEM 1625.570312 1557764039.1333
MEM 1625.570312 1557764039.2334
MEM 1625.570312 1557764039.3342
MEM 1625.570312 1557764039.4350
MEM 1625.570312 1557764039.5356
MEM 1625.570312 1557764039.6365
MEM 1625.570312 1557764039.7370
MEM 1625.570312 1557764039.8376
MEM 1625.570312 1557764039.9379
MEM 1625.570312 1557764040.0394
MEM 1625.570312 1557764040.1404
MEM 1625.570312 1557764040.2410
MEM 1625.574219 1557764040.3414
MEM 1625.574219 1557764040.4423
MEM 1625.574219 1557764040.5432
MEM 1625.574219 1557764040.6434
MEM 1625.574219 1557764040.7438
MEM 1625.574219 1557764040.8445
MEM 1625.574219 1557764040.9451
MEM 1625.578125 1557764041.0460
MEM 1625.578125 1557764041.1461
MEM 1625.582031 1557764041.2462
MEM 1625.585938 1557764041.3480
MEM 1625.585938 1557764041.4481
MEM 1625.585938 1557764041.5491
MEM 1625.585938 1557764041.6497
MEM 1625.585938 1557764041.7498
MEM 1625.585938 1557764041.8511
MEM 1625.585938 1557764041.9519
MEM 1625.585938 1557764042.0526
MEM 1625.585938 1557764042.1529
MEM 1625.593750 1557764042.2534
MEM 1625.593750 1557764042.3540
MEM 1625.593750 1557764042.4545
MEM 1625.593750 1557764042.5555
MEM 1625.593750 1557764042.6555
MEM 1625.593750 1557764042.7565
MEM 1625.593750 1557764042.8568
MEM 1625.593750 1557764042.9574
MEM 1625.593750 1557764043.0583
MEM 1625.593750 1557764043.1585
MEM 1625.593750 1557764043.2595
MEM 1625.593750 1557764043.3599
MEM 1625.593750 1557764043.4605
MEM 1625.593750 1557764043.5609
MEM 1625.593750 1557764043.6614
MEM 1625.593750 1557764043.7617
MEM 1625.593750 1557764043.8625
MEM 1625.593750 1557764043.9629
MEM 1625.593750 1557764044.0629
MEM 1625.593750 1557764044.1634
MEM 1625.597656 1557764044.2637
MEM 1625.597656 1557764044.3640
MEM 1625.597656 1557764044.4643
MEM 1625.597656 1557764044.5645
MEM 1625.597656 1557764044.6649
MEM 1625.597656 1557764044.7650
MEM 1625.597656 1557764044.8651
MEM 1625.597656 1557764044.9654
MEM 1625.597656 1557764045.0655
MEM 1625.597656 1557764045.1664
MEM 1625.597656 1557764045.2668
MEM 1625.597656 1557764045.3675
MEM 1625.597656 1557764045.4677
MEM 1625.597656 1557764045.5682
MEM 1625.597656 1557764045.6696
MEM 1625.601562 1557764045.7698
MEM 1625.601562 1557764045.8699
MEM 1625.582031 1557764045.9708
MEM 1625.582031 1557764046.0716
MEM 1625.582031 1557764046.1725
MEM 1625.582031 1557764046.2725
MEM 1625.585938 1557764046.3727
MEM 1625.585938 1557764046.4732
MEM 1625.585938 1557764046.5741
MEM 1625.585938 1557764046.6746
MEM 1625.585938 1557764046.7747
MEM 1625.585938 1557764046.8748
MEM 1625.585938 1557764046.9753
MEM 1625.585938 1557764047.0757
MEM 1625.585938 1557764047.1768
MEM 1625.652344 1557764047.2775
MEM 1625.652344 1557764047.3779
MEM 1625.652344 1557764047.4782
MEM 1625.652344 1557764047.5787
MEM 1625.652344 1557764047.6789
MEM 1625.652344 1557764047.7789
MEM 1625.652344 1557764047.8790
MEM 1625.652344 1557764047.9796
MEM 1625.652344 1557764048.0797
MEM 1625.652344 1557764048.1799
MEM 1625.652344 1557764048.2800
MEM 1625.652344 1557764048.3808
MEM 1625.652344 1557764048.4810
MEM 1625.652344 1557764048.5811
MEM 1625.652344 1557764048.6813
MEM 1625.652344 1557764048.7822
MEM 1625.652344 1557764048.8829
MEM 1625.652344 1557764048.9830
MEM 1625.652344 1557764049.0831
MEM 1625.652344 1557764049.1836
MEM 1625.652344 1557764049.2845
MEM 1625.652344 1557764049.3846
MEM 1625.652344 1557764049.4856
MEM 1625.652344 1557764049.5857
MEM 1625.652344 1557764049.6863
MEM 1625.652344 1557764049.7868
MEM 1625.652344 1557764049.8868
MEM 1625.652344 1557764049.9872
MEM 1625.652344 1557764050.0882
MEM 1625.652344 1557764050.1891
MEM 1625.652344 1557764050.2900
MEM 1625.652344 1557764050.3907
MEM 1625.652344 1557764050.4912
MEM 1625.652344 1557764050.5920
MEM 1625.652344 1557764050.6924
MEM 1625.652344 1557764050.7930
MEM 1625.652344 1557764050.8935
MEM 1625.652344 1557764050.9940
MEM 1625.652344 1557764051.0944
MEM 1625.652344 1557764051.1945
MEM 1625.652344 1557764051.2949
MEM 1625.652344 1557764051.3950
MEM 1625.652344 1557764051.4951
MEM 1625.652344 1557764051.5952
MEM 1625.652344 1557764051.6958
MEM 1625.652344 1557764051.7959
MEM 1625.652344 1557764051.8960
MEM 1625.652344 1557764051.9961
MEM 1625.652344 1557764052.0971
MEM 1625.652344 1557764052.1974
MEM 1625.652344 1557764052.2974
MEM 1625.652344 1557764052.3978
MEM 1625.652344 1557764052.4983
MEM 1625.652344 1557764052.5984
MEM 1625.652344 1557764052.6991
MEM 1625.652344 1557764052.7996
MEM 1625.652344 1557764052.9002
MEM 1625.652344 1557764053.0012
MEM 1625.652344 1557764053.1013
MEM 1625.652344 1557764053.2017
MEM 1625.652344 1557764053.3023
MEM 1625.652344 1557764053.4033
MEM 1625.652344 1557764053.5034
MEM 1625.652344 1557764053.6039
MEM 1625.652344 1557764053.7048
MEM 1625.652344 1557764053.8058
MEM 1625.652344 1557764053.9058
MEM 1625.652344 1557764054.0059
MEM 1625.652344 1557764054.1068
MEM 1625.652344 1557764054.2075
MEM 1625.652344 1557764054.3084
MEM 1625.652344 1557764054.4086
MEM 1625.652344 1557764054.5090
MEM 1625.652344 1557764054.6092
MEM 1625.652344 1557764054.7093
MEM 1625.652344 1557764054.8094
MEM 1625.652344 1557764054.9095
MEM 1625.652344 1557764055.0102
MEM 1625.652344 1557764055.1111
MEM 1625.652344 1557764055.2117
MEM 1625.652344 1557764055.3126
MEM 1625.652344 1557764055.4135
MEM 1625.652344 1557764055.5138
MEM 1625.652344 1557764055.6143
MEM 1625.652344 1557764055.7145
MEM 1625.652344 1557764055.8147
MEM 1625.652344 1557764055.9150
MEM 1625.652344 1557764056.0151
MEM 1625.652344 1557764056.1151
MEM 1625.652344 1557764056.2155
MEM 1625.652344 1557764056.3164
MEM 1625.652344 1557764056.4170
MEM 1625.652344 1557764056.5181
MEM 1625.652344 1557764056.6182
MEM 1625.652344 1557764056.7182
MEM 1625.652344 1557764056.8183
MEM 1625.652344 1557764056.9185
MEM 1625.652344 1557764057.0194
MEM 1625.652344 1557764057.1196
MEM 1625.652344 1557764057.2198
MEM 1625.652344 1557764057.3200
MEM 1625.652344 1557764057.4209
MEM 1625.652344 1557764057.5215
MEM 1625.652344 1557764057.6220
MEM 1625.652344 1557764057.7221
MEM 1625.652344 1557764057.8228
MEM 1625.652344 1557764057.9233
MEM 1625.652344 1557764058.0250
MEM 1625.652344 1557764058.1253
MEM 1625.652344 1557764058.2256
MEM 1625.652344 1557764058.3258
MEM 1625.652344 1557764058.4263
MEM 1625.652344 1557764058.5264
MEM 1625.652344 1557764058.6273
MEM 1625.652344 1557764058.7275
MEM 1625.652344 1557764058.8282
MEM 1625.652344 1557764058.9290
MEM 1625.652344 1557764059.0295
MEM 1625.652344 1557764059.1297
MEM 1625.652344 1557764059.2303
MEM 1625.652344 1557764059.3303
MEM 1625.652344 1557764059.4311
MEM 1625.652344 1557764059.5315
MEM 1625.652344 1557764059.6320
MEM 1625.652344 1557764059.7329
MEM 1625.652344 1557764059.8330
MEM 1625.652344 1557764059.9339
MEM 1625.652344 1557764060.0342
MEM 1625.652344 1557764060.1351
MEM 1625.652344 1557764060.2357
MEM 1625.652344 1557764060.3359
MEM 1625.652344 1557764060.4364
MEM 1625.652344 1557764060.5371
MEM 1625.652344 1557764060.6380
MEM 1625.652344 1557764060.7388
MEM 1625.652344 1557764060.8390
MEM 1625.652344 1557764060.9398
MEM 1625.652344 1557764061.0406
MEM 1625.652344 1557764061.1415
MEM 1625.652344 1557764061.2424
MEM 1625.652344 1557764061.3426
MEM 1625.652344 1557764061.4432
MEM 1625.652344 1557764061.5437
MEM 1625.652344 1557764061.6437
MEM 1625.652344 1557764061.7440
MEM 1625.652344 1557764061.8449
MEM 1625.652344 1557764061.9455
MEM 1625.652344 1557764062.0465
MEM 1625.652344 1557764062.1465
MEM 1625.652344 1557764062.2474
MEM 1625.652344 1557764062.3480
MEM 1625.652344 1557764062.4486
MEM 1625.652344 1557764062.5493
MEM 1625.652344 1557764062.6500
MEM 1625.652344 1557764062.7508
MEM 1625.652344 1557764062.8515
MEM 1625.652344 1557764062.9518
MEM 1625.652344 1557764063.0525
MEM 1625.652344 1557764063.1533
MEM 1625.652344 1557764063.2540
MEM 1625.652344 1557764063.3547
MEM 1625.652344 1557764063.4555
MEM 1625.652344 1557764063.5562
MEM 1625.652344 1557764063.6569
MEM 1625.652344 1557764063.7577
MEM 1625.652344 1557764063.8584
MEM 1625.652344 1557764063.9591
MEM 1625.652344 1557764064.0599
MEM 1625.652344 1557764064.1608
MEM 1625.652344 1557764064.2611
MEM 1625.652344 1557764064.3615
MEM 1625.652344 1557764064.4623
MEM 1625.652344 1557764064.5626
MEM 1625.652344 1557764064.6631
MEM 1625.652344 1557764064.7640
MEM 1625.652344 1557764064.8644
MEM 1625.652344 1557764064.9646
MEM 1625.652344 1557764065.0654
MEM 1625.652344 1557764065.1660
MEM 1625.652344 1557764065.2662
MEM 1625.652344 1557764065.3667
